defect_date,plant,line,machine,tab,lot,main_category,defect_category,defect_code,defect_count,total_part
2026-09-01,plant-B,line7,machine7,DN,lot3,category 2,a1,code8,13,13
2026-09-01,,line9,machine4,UP,lot4,pass,pass,,0,520
2026-09-01,plant-B,line3,machine7,UP,lot2,pass,pass,,0,926
2026-09-01,plant-A,line9,machine6,DN,lot6,category 1,a4,code10,6,6
2026-09-01,plant-A,line5,machine1,DN,lot5,category 1,b3,code4,6,6
2026-09-01,plant-B,line3,machine7,DN,lot4,pass,pass,,0,855
2026-09-01,plant-B,line3,machine1,DN,lot3,category 2,b3,code10,5,5
2026-09-01,plant-B,line7,machine9,DN,lot5,pass,pass,,0,840
2026-09-01,plant-A,line2,machine6,DN,lot9,pass,pass,,0,687
2026-09-01,plant-A,line7,machine5,DN,lot7,category 3,a4,code10,16,16
2026-09-01,plant-B,line9,machine5,UP,lot1,pass,pass,,0,293
2026-09-01,,line5,machine5,UP,lot4,category 1,b2,code5,23,23
2026-09-01,plant-B,line5,machine4,DN,lot4,pass,pass,,0,422
2026-09-01,plant-A,line1,machine8,UP,lot4,pass,pass,,0,215
2026-09-01,plant-A,line2,machine1,DN,lot4,pass,pass,,0,863
2026-09-01,plant-A,line1,machine1,UP,lot3,category 3,b1,code3,1,1
2026-09-01,plant-B,line2,machine3,DN,lot3,category 3,a1,code10,8,8
2026-09-01,plant-B,line2,machine3,UP,lot7,category 2,b1,code2,13,13
2026-09-01,plant-B,line4,machine9,UP,lot9,category 2,b1,code9,24,24
2026-09-01,plant-A,line3,machine4,DN,lot1,category 3,b4,code8,23,23
2026-09-01,plant-A,line1,machine7,UP,lot7,category 1,a3,code9,17,17
2026-09-01,plant-B,line9,machine6,UP,lot3,category 1,a4,code9,19,19
2026-09-02,plant-A,line4,machine3,DN,lot5,pass,pass,,0,268
2026-09-02,plant-A,line4,machine5,DN,lot5,category 3,b4,code9,7,7
2026-09-02,plant-B,line7,machine5,UP,lot7,pass,pass,,0,932
2026-09-02,plant-B,line9,machine1,UP,lot6,category 3,b2,code8,10,10
2026-09-02,plant-A,line2,machine5,UP,lot5,category 2,a3,code8,16,16
2026-09-02,plant-B,line4,machine1,UP,lot7,category 1,b1,code4,4,4
2026-09-02,,line3,machine6,UP,lot3,category 3,b2,code3,13,13
2026-09-02,plant-B,line4,machine8,UP,lot9,pass,pass,,0,200
2026-09-02,plant-B,line9,machine1,UP,lot8,category 1,b2,code5,6,6
2026-09-02,plant-A,line5,machine6,UP,lot5,category 3,a3,code4,18,18
2026-09-02,plant-A,line1,machine5,DN,lot6,pass,pass,,0,458
2026-09-02,plant-A,line8,machine6,DN,lot8,category 1,b4,code10,4,4
2026-09-02,plant-B,line2,machine5,UP,lot4,category 3,b2,code1,9,9
2026-09-02,plant-B,line3,machine6,DN,lot3,category 1,b3,code9,2,2
2026-09-02,plant-B,line2,machine5,UP,lot8,pass,pass,,0,573
2026-09-02,plant-B,line1,machine5,DN,lot9,category 2,a3,code1,13,13
2026-09-02,plant-A,line3,machine1,UP,lot7,pass,pass,,0,717
2026-09-02,plant-A,line5,machine6,UP,lot5,category 3,b1,code5,5,5
2026-09-02,plant-A,line1,machine5,DN,lot9,category 2,a1,code3,13,13
2026-09-02,plant-B,line1,machine1,DN,lot2,category 3,b4,code7,2,2
2026-09-02,plant-A,line2,machine1,DN,lot5,category 2,b2,code9,17,17
2026-09-02,plant-A,line7,machine5,UP,lot2,pass,pass,,0,274
2026-09-02,plant-B,line2,machine6,DN,lot2,category 2,b2,code3,2,2
2026-09-02,plant-B,line1,machine8,UP,lot7,category 2,a3,code1,5,5
2026-09-02,plant-B,line8,machine1,DN,lot1,category 1,a2,code6,21,21
2026-09-02,plant-B,line3,machine9,UP,lot7,category 3,a3,code6,16,16
2026-09-02,plant-B,line4,machine8,UP,lot3,category 3,a3,code2,19,19
2026-09-02,plant-A,line2,machine6,UP,lot6,pass,pass,,0,712
2026-09-02,plant-B,line2,machine1,DN,lot9,category 2,a1,code9,22,22
2026-09-02,plant-B,line1,machine4,UP,lot8,pass,pass,,0,824
2026-09-03,plant-B,line8,machine6,DN,lot7,category 2,b4,code2,13,13
2026-09-03,plant-A,line8,machine3,UP,lot3,pass,pass,,0,822
2026-09-03,plant-A,line2,machine6,UP,lot3,category 3,b4,code9,23,23
2026-09-03,plant-B,line7,machine9,UP,lot7,category 2,a2,code9,17,17
2026-09-03,plant-A,line4,machine3,UP,lot2,category 3,a4,code6,2,2
2026-09-03,plant-B,line1,machine3,DN,lot9,category 1,b2,code4,2,2
2026-09-03,plant-A,line6,machine5,UP,lot1,category 1,b2,code5,6,6
2026-09-03,plant-B,line4,machine8,UP,lot9,category 3,a3,code3,8,8
2026-09-03,plant-B,line6,machine2,DN,lot4,category 3,b2,code6,17,17
2026-09-03,,line3,machine9,DN,lot8,category 2,a3,code5,6,6
2026-09-03,plant-B,line3,machine4,UP,lot4,category 1,a4,code1,14,14
2026-09-03,plant-A,line4,machine3,UP,lot6,,b4,code10,5,5
2026-09-03,plant-B,line2,machine8,DN,lot4,pass,pass,,0,520
2026-09-03,plant-A,line1,machine9,UP,lot8,pass,pass,,0,749
2026-09-03,plant-B,line1,machine5,DN,lot2,category 2,b1,code8,11,11
2026-09-03,plant-B,line3,machine3,UP,lot8,category 2,a4,code8,11,11
2026-09-03,plant-B,line3,machine5,UP,lot5,category 3,a3,code10,4,4
2026-09-03,plant-B,line9,machine2,DN,lot8,category 3,b4,code3,6,6
2026-09-03,plant-A,line1,machine9,UP,lot1,category 3,b3,code2,14,14
2026-09-03,plant-B,line3,machine7,UP,lot6,pass,pass,,0,845
2026-09-03,plant-A,line8,machine4,UP,lot1,category 2,b3,code4,6,6
2026-09-03,plant-A,line5,machine7,UP,lot4,category 2,a2,code10,5,5
2026-09-03,plant-A,line6,machine6,UP,lot4,category 1,b4,code4,24,24
2026-09-03,plant-B,line5,machine4,DN,lot2,category 3,b3,code3,19,19
2026-09-03,plant-B,line5,machine4,UP,lot8,category 2,b2,code8,23,23
2026-09-03,plant-B,line8,machine2,UP,lot1,category 3,b4,code4,16,16
2026-09-03,plant-B,line5,machine8,UP,lot1,category 3,a2,code9,22,22
2026-09-03,plant-B,line8,machine9,DN,lot7,pass,pass,,0,812
2026-09-03,plant-B,line4,machine6,UP,lot9,category 1,b3,code6,23,23
2026-09-03,plant-A,line5,machine9,UP,lot9,category 2,a4,code9,21,21
2026-09-04,plant-A,line4,machine9,DN,lot6,category 2,b3,code2,2,2
2026-09-04,plant-B,line3,machine6,DN,lot9,category 3,a4,code6,21,21
2026-09-04,plant-A,line6,machine2,UP,lot1,category 3,a1,code4,9,9
2026-09-04,plant-B,line6,machine8,UP,lot7,pass,pass,,0,935
2026-09-04,plant-A,line3,machine8,UP,lot1,pass,pass,,0,628
2026-09-04,plant-B,line8,machine3,DN,lot1,category 2,a3,code2,2,2
2026-09-04,plant-A,line2,machine6,UP,lot4,category 1,b4,code7,7,7
2026-09-04,plant-B,line3,machine2,DN,lot1,category 3,b3,code2,7,7
2026-09-04,plant-A,line9,machine7,UP,lot8,category 3,a3,code8,22,22
2026-09-04,plant-A,line3,machine3,UP,lot8,category 2,a3,code8,14,14
2026-09-04,plant-B,line4,machine4,UP,lot6,category 1,b2,code7,16,16
2026-09-04,plant-B,line7,machine1,UP,lot5,pass,pass,,0,346
2026-09-04,plant-A,line4,machine2,DN,lot1,pass,pass,,0,908
2026-09-04,plant-B,line2,machine3,UP,lot7,category 1,b1,code6,9,9
2026-09-04,plant-B,line3,machine4,DN,lot6,category 1,a2,code8,14,14
2026-09-04,plant-B,line1,machine2,UP,lot1,category 2,a1,code8,2,2
2026-09-04,plant-A,line9,machine6,DN,lot4,category 2,a2,code2,23,23
2026-09-04,plant-B,line2,machine5,DN,lot4,category 1,b2,code2,17,17
2026-09-04,plant-B,line7,machine5,DN,lot6,category 1,a3,code9,6,6
2026-09-04,plant-B,line9,machine5,UP,lot1,category 2,b1,code10,14,14
2026-09-04,plant-B,line6,machine1,UP,lot5,pass,pass,,0,491
2026-09-04,plant-A,line5,machine8,UP,lot4,category 1,a3,code7,8,8
2026-09-04,plant-B,line7,machine8,DN,lot6,category 1,b4,code1,4,4
2026-09-04,plant-A,line3,machine4,UP,lot1,category 2,a3,code2,9,9
2026-09-04,plant-A,line9,machine9,DN,lot1,category 1,a1,code8,10,10
2026-09-04,plant-A,line3,machine2,UP,lot3,category 2,b2,code2,12,12
2026-09-04,plant-B,line1,machine1,DN,lot9,category 3,a1,code8,19,19
2026-09-04,plant-A,line1,machine7,UP,lot6,category 2,b4,code9,18,18
2026-09-04,plant-A,line9,machine7,UP,lot7,category 2,b1,code6,7,7
2026-09-04,plant-A,line7,machine9,UP,lot8,pass,pass,,0,697
2026-09-05,plant-A,line2,machine4,UP,lot3,category 2,a3,code10,7,7
2026-09-05,plant-A,line8,machine3,DN,lot2,pass,pass,,0,330
2026-09-05,plant-B,line7,machine7,DN,lot7,category 3,b4,code1,4,4
2026-09-05,plant-A,line2,machine1,DN,lot2,category 3,a3,code10,2,2
2026-09-05,plant-A,line2,machine3,UP,lot7,pass,pass,,0,228
2026-09-05,plant-A,line5,machine9,DN,lot8,category 3,a1,code10,7,7
2026-09-05,plant-A,line1,machine3,UP,lot8,category 2,a2,code4,18,18
2026-09-05,plant-A,line1,machine5,DN,lot9,category 3,a1,code9,24,24
2026-09-05,plant-A,line5,machine5,UP,lot6,pass,pass,,0,639
2026-09-05,plant-B,line2,machine9,UP,lot4,category 3,b4,code4,22,22
2026-09-05,plant-A,line2,machine9,DN,lot9,category 1,a2,code3,24,24
2026-09-05,plant-A,line6,machine7,UP,lot9,category 3,a4,code10,17,17
2026-09-05,plant-B,line3,machine2,DN,lot1,pass,pass,,0,415
2026-09-05,plant-A,line6,machine8,UP,lot9,category 1,a4,code5,2,2
2026-09-05,plant-B,line3,machine9,UP,lot9,category 2,a4,code10,9,9
2026-09-05,plant-A,line5,machine2,DN,lot6,category 3,b1,code10,18,18
2026-09-05,plant-B,line5,machine1,DN,lot8,pass,pass,,0,500
2026-09-05,plant-A,line3,machine3,DN,lot8,category 2,b4,code1,6,6
2026-09-05,plant-B,line8,machine1,UP,lot9,category 1,a3,code9,21,21
2026-09-05,plant-A,line6,machine7,UP,lot9,category 3,b3,code7,10,10
2026-09-05,plant-A,line5,machine7,UP,lot2,pass,pass,,0,555
2026-09-05,plant-A,line7,machine2,DN,lot1,category 1,a1,code8,2,2
2026-09-05,plant-B,line3,machine6,UP,lot7,category 2,a1,code2,15,15
2026-09-05,plant-A,line6,machine4,DN,lot4,category 2,a4,code1,12,12
2026-09-05,plant-B,line6,machine1,DN,lot8,pass,pass,,0,409
2026-09-05,plant-B,line4,machine3,DN,lot7,category 1,a3,code1,6,6
2026-09-05,plant-B,line3,machine7,DN,lot2,category 2,a2,code4,17,17
2026-09-05,plant-A,line7,machine7,UP,lot4,pass,pass,,0,329
2026-09-05,plant-B,line6,machine3,UP,lot8,category 1,b1,code5,20,20
2026-09-05,plant-A,line5,machine3,UP,lot1,category 2,a4,code6,15,15
2026-09-06,plant-A,line1,machine9,DN,lot2,category 3,a4,code8,14,14
2026-09-06,plant-A,line5,machine8,UP,lot2,category 3,a3,code5,24,24
2026-09-06,plant-A,line4,machine9,DN,lot7,category 1,b2,code4,4,4
2026-09-06,plant-B,line9,machine6,DN,lot5,category 1,a2,code8,8,8
2026-09-06,plant-A,line1,machine8,UP,lot2,category 2,b4,code2,14,14
2026-09-06,plant-B,line9,machine1,DN,lot6,,b4,code6,19,19
2026-09-06,plant-A,line9,machine6,DN,lot4,pass,pass,,0,872
2026-09-06,plant-B,line2,machine1,DN,lot1,category 1,a1,code1,13,13
2026-09-06,plant-B,line7,machine2,DN,lot7,pass,pass,,0,289
2026-09-06,plant-B,line2,machine7,DN,lot1,category 3,b1,code3,6,6
2026-09-06,plant-A,line7,machine9,DN,lot8,category 2,a4,code4,15,15
2026-09-06,plant-A,line4,machine4,DN,lot6,,b3,code3,9,9
2026-09-06,plant-B,line2,machine6,DN,lot7,pass,pass,,0,723
2026-09-06,plant-A,line3,machine3,UP,lot4,pass,pass,,0,884
2026-09-06,plant-A,line5,machine7,DN,lot3,pass,pass,,0,793
2026-09-06,plant-A,line6,machine5,DN,lot8,pass,pass,,0,258
2026-09-06,plant-B,line3,machine3,UP,lot6,category 3,b3,code1,7,7
2026-09-06,plant-B,line5,machine8,DN,lot5,category 2,a4,code8,18,18
2026-09-06,plant-B,line9,machine4,DN,lot5,category 2,b4,code4,2,2
2026-09-06,plant-B,line6,machine7,DN,lot3,category 3,a2,code6,12,12
2026-09-06,plant-B,line8,machine5,UP,lot1,category 3,a2,code8,4,4
2026-09-06,plant-A,line2,machine7,UP,lot5,category 2,b1,code9,22,22
2026-09-06,plant-A,line8,machine7,UP,lot4,category 2,b3,code6,17,17
2026-09-06,plant-A,line2,machine3,UP,lot5,category 3,a1,code8,12,12
2026-09-06,plant-A,line7,machine3,DN,lot9,pass,pass,,0,456
2026-09-06,plant-B,line1,machine9,DN,lot6,category 1,a3,code5,15,15
2026-09-06,plant-A,line1,machine1,DN,lot8,category 3,b3,code6,12,12
2026-09-06,plant-B,line2,machine2,UP,lot5,category 2,b1,code1,23,23
2026-09-06,plant-A,line5,machine5,UP,lot1,category 3,b2,code10,20,20
2026-09-06,plant-B,line2,machine9,DN,lot9,category 3,b3,code8,15,15
2026-09-07,plant-A,line6,machine4,UP,lot4,category 2,a2,code7,8,8
2026-09-07,plant-A,line7,machine8,UP,lot6,category 1,b3,code6,15,15
2026-09-07,plant-A,line7,machine2,DN,lot1,category 2,b4,code8,17,17
2026-09-07,plant-B,line9,machine4,UP,lot1,pass,pass,,0,346
2026-09-07,plant-B,line5,machine5,UP,lot2,category 2,b4,code6,9,9
2026-09-07,plant-A,line9,machine5,UP,lot9,category 3,a4,code2,6,6
2026-09-07,plant-B,line3,machine6,DN,lot2,category 1,a1,code7,19,19
2026-09-07,plant-A,line8,machine6,UP,lot9,category 1,b3,code1,12,12
2026-09-07,plant-A,line5,machine3,DN,lot9,category 1,a1,code1,3,3
2026-09-07,plant-B,line3,machine8,DN,lot2,category 2,a1,code3,21,21
2026-09-07,plant-B,line2,machine6,DN,lot5,category 1,a2,code9,12,12
2026-09-07,,line5,machine4,UP,lot7,pass,pass,,0,525
2026-09-07,plant-B,line5,machine7,UP,lot7,category 3,b1,code9,4,4
2026-09-07,plant-A,line4,machine5,UP,lot6,category 3,a2,code4,16,16
2026-09-07,plant-B,line3,machine8,DN,lot4,category 2,a2,code2,17,17
2026-09-07,plant-B,line9,machine7,UP,lot7,category 1,b3,code7,24,24
2026-09-07,plant-A,line8,machine4,DN,lot4,category 2,b3,code6,1,1
2026-09-07,plant-A,line7,machine6,DN,lot5,category 2,a4,code9,9,9
2026-09-07,plant-B,line9,machine8,DN,lot1,category 2,a3,code5,4,4
2026-09-07,plant-A,line4,machine7,DN,lot9,category 2,a3,code4,10,10
2026-09-07,plant-B,line5,machine1,UP,lot2,category 1,b3,code5,17,17
2026-09-07,plant-A,line3,machine7,DN,lot9,pass,pass,,0,789
2026-09-07,plant-A,line9,machine2,DN,lot3,category 3,b1,code2,3,3
2026-09-07,plant-A,line7,machine9,UP,lot7,category 2,a3,code4,6,6
2026-09-07,plant-A,line4,machine8,UP,lot1,category 3,a1,code8,1,1
2026-09-07,plant-A,line7,machine4,UP,lot1,category 2,a4,code5,12,12
2026-09-07,plant-A,line8,machine6,DN,lot2,category 3,b2,code10,3,3
2026-09-07,plant-B,line7,machine2,DN,lot1,pass,pass,,0,553
2026-09-07,plant-B,line8,machine6,DN,lot4,category 1,b1,code9,23,23
2026-09-07,plant-B,line9,machine7,DN,lot1,category 3,b4,code7,19,19
2026-09-08,plant-A,line4,machine8,DN,lot1,pass,pass,,0,832
2026-09-08,plant-B,line6,machine6,DN,lot8,category 3,b4,code1,21,21
2026-09-08,plant-B,line4,machine2,UP,lot4,category 1,b3,code2,13,13
2026-09-08,plant-A,line2,machine9,UP,lot1,category 3,a3,code4,23,23
2026-09-08,plant-B,line7,machine6,UP,lot6,category 3,b3,code6,5,5
2026-09-08,plant-B,line1,machine6,DN,lot3,category 2,b4,code10,14,14
2026-09-08,plant-B,line7,machine4,DN,lot9,category 3,b1,code3,2,2
2026-09-08,plant-A,line2,machine4,DN,lot9,pass,pass,,0,452
2026-09-08,plant-B,line1,machine6,DN,lot4,category 3,a3,code9,6,6
2026-09-08,plant-A,line2,machine8,UP,lot2,pass,pass,,0,736
2026-09-08,plant-A,line4,machine2,UP,lot6,category 1,a3,code2,23,23
2026-09-08,plant-A,line5,machine3,DN,lot9,pass,pass,,0,841
2026-09-08,plant-B,line8,machine9,UP,lot3,category 1,a3,code5,9,9
2026-09-08,plant-B,line3,machine7,DN,lot1,category 3,b4,code1,5,5
2026-09-08,plant-B,line4,machine4,DN,lot6,category 3,a2,code5,20,20
2026-09-08,plant-B,line3,machine7,UP,lot6,category 2,b3,code5,22,22
2026-09-08,plant-A,line2,machine5,DN,lot6,category 3,b1,code10,23,23
2026-09-08,plant-A,line5,machine1,UP,lot5,pass,pass,,0,441
2026-09-08,plant-A,line2,machine5,UP,lot4,category 1,a3,code1,11,11
2026-09-08,plant-B,line7,machine5,DN,lot4,category 2,a4,code2,8,8
2026-09-08,plant-A,line4,machine6,DN,lot5,category 2,b1,code1,9,9
2026-09-08,plant-B,line9,machine9,UP,lot2,pass,pass,,0,771
2026-09-08,plant-A,line2,machine8,UP,lot7,pass,pass,,0,925
2026-09-08,plant-A,line1,machine7,DN,lot3,category 1,b4,code1,23,23
2026-09-08,plant-A,line8,machine9,UP,lot1,category 1,a3,code8,3,3
2026-09-08,plant-A,line4,machine5,DN,lot4,pass,pass,,0,850
2026-09-08,plant-A,line7,machine3,DN,lot3,category 3,a2,code5,5,5
2026-09-08,plant-B,line8,machine6,UP,lot1,category 3,b4,code8,9,9
2026-09-08,plant-B,line3,machine1,DN,lot4,category 2,a1,code9,23,23
2026-09-08,plant-B,line5,machine4,DN,lot8,pass,pass,,0,573
2026-09-09,plant-B,line2,machine1,DN,lot2,category 3,a1,code9,8,8
2026-09-09,plant-B,line9,machine2,DN,lot4,category 2,a4,code5,12,12
2026-09-09,plant-B,line1,machine8,UP,lot3,pass,pass,,0,321
2026-09-09,plant-A,line7,machine1,DN,lot9,category 3,a2,code5,13,13
2026-09-09,plant-B,line8,machine8,DN,lot7,category 3,a4,code6,22,22
2026-09-09,plant-B,line2,machine2,UP,lot5,category 3,a4,code2,15,15
2026-09-09,plant-B,line6,machine5,UP,lot1,category 3,b3,code6,19,19
2026-09-09,plant-B,line7,machine9,DN,lot5,pass,pass,,0,310
2026-09-09,plant-B,line8,machine1,DN,lot5,pass,pass,,0,714
2026-09-09,plant-B,line3,machine2,UP,lot9,category 2,b1,code7,2,2
2026-09-09,plant-A,line9,machine4,DN,lot6,category 2,a2,code10,22,22
2026-09-09,plant-B,line9,machine2,UP,lot9,category 3,b4,code3,23,23
2026-09-09,plant-A,line5,machine4,UP,lot4,category 2,b4,code6,3,3
2026-09-09,plant-B,line5,machine6,DN,lot7,pass,pass,,0,604
2026-09-09,plant-B,line4,machine9,UP,lot4,pass,pass,,0,472
2026-09-09,plant-B,line3,machine8,UP,lot7,category 2,b4,code2,18,18
2026-09-09,plant-B,line3,machine1,UP,lot3,category 2,b4,code10,6,6
2026-09-09,plant-B,line3,machine4,DN,lot7,category 1,b3,code1,18,18
2026-09-09,plant-A,line9,machine6,UP,lot1,category 1,b2,code4,20,20
2026-09-09,plant-A,line6,machine7,UP,lot5,category 1,a4,code10,18,18
2026-09-09,,line1,machine6,UP,lot6,pass,pass,,0,762
2026-09-09,plant-B,line3,machine3,UP,lot5,category 1,b1,code10,5,5
2026-09-09,plant-B,line4,machine7,UP,lot2,category 3,a1,code8,4,4
2026-09-09,plant-B,line9,machine4,DN,lot9,category 1,b2,code8,12,12
2026-09-09,plant-B,line7,machine3,UP,lot8,pass,pass,,0,599
2026-09-09,plant-B,line9,machine6,DN,lot9,category 1,a4,code8,11,11
2026-09-09,plant-B,line9,machine5,DN,lot2,pass,pass,,0,718
2026-09-09,plant-A,line2,machine8,UP,lot4,pass,pass,,0,671
2026-09-09,plant-A,line5,machine8,DN,lot9,category 1,a2,code5,18,18
2026-09-09,plant-A,line5,machine8,UP,lot3,pass,pass,,0,570
2026-09-10,plant-B,line9,machine9,UP,lot2,category 1,a4,code10,7,7
2026-09-10,plant-A,line1,machine8,UP,lot2,category 2,a3,code9,7,7
2026-09-10,plant-A,line2,machine6,DN,lot6,category 2,a1,code10,21,21
2026-09-10,plant-B,line9,machine2,DN,lot2,pass,pass,,0,343
2026-09-10,plant-A,line7,machine6,DN,lot8,category 3,b4,code6,10,10
2026-09-10,plant-A,line1,machine7,UP,lot4,category 2,b3,code4,14,14
2026-09-10,plant-A,line8,machine8,UP,lot6,category 2,a3,code9,8,8
2026-09-10,plant-B,line1,machine2,UP,lot8,category 2,a3,code8,12,12
2026-09-10,plant-B,line3,machine6,UP,lot4,category 3,a1,code2,11,11
2026-09-10,plant-A,line8,machine8,DN,lot9,category 1,b1,code8,23,23
2026-09-10,plant-A,line8,machine2,DN,lot4,category 2,a4,code2,7,7
2026-09-10,plant-A,line3,machine2,UP,lot8,category 2,a1,code1,23,23
2026-09-10,plant-A,line5,machine4,DN,lot6,pass,pass,,0,565
2026-09-10,plant-B,line9,machine7,DN,lot1,pass,pass,,0,774
2026-09-10,plant-A,line5,machine2,DN,lot6,category 2,b3,code7,5,5
2026-09-10,plant-A,line4,machine9,DN,lot2,category 2,b2,code5,3,3
2026-09-10,plant-A,line9,machine4,DN,lot2,pass,pass,,0,845
2026-09-10,plant-B,line9,machine2,UP,lot9,,b4,code2,22,22
2026-09-10,plant-B,line5,machine8,DN,lot1,category 1,a3,code4,2,2
2026-09-10,plant-A,line2,machine9,UP,lot6,category 1,b1,code3,1,1
2026-09-10,plant-B,line2,machine2,UP,lot8,pass,pass,,0,447
2026-09-10,plant-A,line6,machine9,DN,lot1,pass,pass,,0,839
2026-09-10,plant-B,line9,machine6,UP,lot5,category 3,a1,code5,21,21
2026-09-10,plant-B,line4,machine1,UP,lot9,category 3,a4,code2,19,19
2026-09-10,plant-A,line7,machine2,DN,lot6,category 2,a4,code5,8,8
2026-09-10,plant-A,line4,machine1,UP,lot8,pass,pass,,0,469
2026-09-10,plant-A,line6,machine9,UP,lot3,category 3,a2,code3,9,9
2026-09-10,plant-A,line7,machine9,UP,lot7,category 1,a4,code3,15,15
2026-09-10,plant-B,line6,machine5,UP,lot4,category 1,b2,code9,1,1
2026-09-10,plant-A,line5,machine3,UP,lot9,category 3,a4,code8,2,2
2026-09-11,plant-B,line6,machine9,DN,lot7,category 1,b2,code1,16,16
2026-09-11,plant-A,line2,machine5,UP,lot5,pass,pass,,0,524
2026-09-11,plant-A,line3,machine1,UP,lot9,category 1,a1,code4,3,3
2026-09-11,plant-B,line1,machine8,UP,lot7,category 3,b4,code6,12,12
2026-09-11,plant-A,line9,machine3,DN,lot4,category 1,b2,code8,21,21
2026-09-11,plant-B,line9,machine3,DN,lot7,category 3,a4,code4,22,22
2026-09-11,plant-A,line6,machine2,DN,lot2,category 3,b3,code9,1,1
2026-09-11,plant-B,line6,machine6,UP,lot2,category 1,b1,code6,8,8
2026-09-11,plant-B,line1,machine9,UP,lot1,category 3,b4,code3,16,16
2026-09-11,plant-B,line1,machine6,UP,lot1,category 2,b4,code4,1,1
2026-09-11,plant-A,line5,machine1,DN,lot6,category 2,a1,code9,24,24
2026-09-11,plant-A,line1,machine8,UP,lot3,pass,pass,,0,770
2026-09-11,plant-A,line7,machine3,UP,lot1,category 3,a4,code8,8,8
2026-09-11,plant-A,line1,machine7,DN,lot5,category 1,a3,code7,13,13
2026-09-11,plant-A,line4,machine2,DN,lot2,category 2,a1,code4,18,18
2026-09-11,plant-A,line8,machine4,UP,lot1,pass,pass,,0,531
2026-09-11,,line9,machine7,DN,lot9,pass,pass,,0,401
2026-09-11,plant-A,line2,machine3,DN,lot9,category 1,b3,code3,20,20
2026-09-11,plant-A,line2,machine6,UP,lot8,category 2,a1,code9,12,12
2026-09-11,plant-A,line7,machine5,UP,lot1,category 3,b3,code9,23,23
2026-09-11,plant-B,line5,machine6,UP,lot2,category 3,b1,code7,9,9
2026-09-11,plant-B,line2,machine3,UP,lot9,category 3,b3,code8,11,11
2026-09-11,plant-B,line9,machine6,DN,lot1,category 3,a2,code8,5,5
2026-09-11,plant-A,line8,machine1,UP,lot4,category 3,b1,code10,18,18
2026-09-11,plant-A,line1,machine1,DN,lot5,category 2,b4,code4,24,24
