defect_date,plant,line,machine,tab,lot,main_category,defect_category,defect_code,defect_count,total_part
2026-08-29,plant5,line5,machine5,DN,lot5,2,a3,code5,15,15
2026-08-29,plant6,line6,machine6,UP,lot6,3,b4,code6,9,9
2026-08-29,plant6,line6,machine6,DN,lot6,1,a4,code7,25,25
2026-08-29,plant7,line7,machine7,UP,lot7,2,b1,code8,14,14
2026-08-29,plant7,line7,machine7,DN,lot7,3,a1,code9,20,20
2026-08-29,plant8,line8,machine8,UP,lot8,1,b2,code10,11,11
2026-08-29,plant8,line8,machine8,DN,lot8,2,a2,code1,13,13
2026-08-29,plant9,line9,machine9,UP,lot9,3,b3,code2,17,17
2026-08-29,plant9,line9,machine9,DN,lot9,1,a3,code3,19,19
2026-08-29,plant10,line10,machine10,UP,lot10,2,b4,code4,16,16
2026-08-29,plant10,line10,machine10,DN,lot10,3,a4,code5,10,10
2026-08-30,plant1,line1,machine1,UP,lot1,pass,pass,,0,345
2026-08-30,plant1,line1,machine1,DN,lot1,pass,pass,,0,415
2026-08-30,plant2,line2,machine2,UP,lot2,pass,pass,,0,385
2026-08-30,plant2,line2,machine2,DN,lot2,pass,pass,,0,425
2026-08-30,plant3,line3,machine3,UP,lot3,pass,pass,,0,375
2026-08-30,plant3,line3,machine3,DN,lot3,,a1,code6,13,13
2026-08-30,,line4,machine4,UP,lot4,2,b2,code7,18,18
2026-08-30,plant4,line4,machine4,DN,lot4,3,a2,code8,9,9
2026-08-30,plant5,line5,machine5,UP,lot5,1,b3,code9,21,21
2026-08-30,plant5,line5,machine5,DN,lot5,2,a3,code10,14,14
2026-08-30,plant6,line6,machine6,UP,lot6,3,b4,code1,10,10
2026-08-30,plant6,line6,machine6,DN,lot6,1,a4,code2,23,23
2026-08-30,plant7,line7,machine7,UP,lot7,2,b1,code3,16,16
2026-08-30,plant7,line7,machine7,DN,lot7,3,a1,code4,19,19
2026-08-30,plant8,line8,machine8,UP,lot8,1,b2,code5,13,13
2026-08-30,plant8,line8,machine8,DN,lot8,2,a2,code6,15,15
2026-08-30,plant9,line9,machine9,UP,lot9,3,b3,code7,12,12
2026-08-30,plant9,line9,machine9,DN,lot9,1,a3,code8,20,20
2026-08-30,plant10,line10,machine10,UP,lot10,2,b4,code9,14,14
2026-08-30,plant10,line10,machine10,DN,lot10,3,a4,code10,18,18
